key,value
Inequality in income (2011),30.315748
Inequality in income (2012),31.702311
Inequality in income (2013),31.304777
Inequality in income (2014),29.012299
Inequality in income (2015),30.394285
Inequality in income (2016),29.451767
Inequality in income (2017),28.772953
Inequality in income (2018),29.889795
Inequality in income (2019),29.9048
Inequality in income (2020),31.155407
Inequality in income (2021),30.607382
Inequality in income (2022),30.607382
Inequality in income (2023),30.607382
GII Rank (2023),88
Gender Inequality Index (value) (1990),0.648
Gender Inequality Index (value) (1991),0.64
Gender Inequality Index (value) (1992),0.629
Gender Inequality Index (value) (1993),0.617
Gender Inequality Index (value) (1994),0.607
Gender Inequality Index (value) (1995),0.599
Gender Inequality Index (value) (1996),0.592
Gender Inequality Index (value) (1997),0.59
Gender Inequality Index (value) (1998),0.498
Gender Inequality Index (value) (1999),0.499
Gender Inequality Index (value) (2000),0.511
Gender Inequality Index (value) (2001),0.498
Gender Inequality Index (value) (2002),0.494
Gender Inequality Index (value) (2003),0.486
Gender Inequality Index (value) (2004),0.478
Gender Inequality Index (value) (2005),0.477
Gender Inequality Index (value) (2006),0.452
Gender Inequality Index (value) (2007),0.451
Gender Inequality Index (value) (2008),0.452
Gender Inequality Index (value) (2009),0.439
Gender Inequality Index (value) (2010),0.431
Gender Inequality Index (value) (2011),0.429
Gender Inequality Index (value) (2012),0.424
Gender Inequality Index (value) (2013),0.408
Gender Inequality Index (value) (2014),0.396
Gender Inequality Index (value) (2015),0.391
Gender Inequality Index (value) (2016),0.386
Gender Inequality Index (value) (2017),0.389
Gender Inequality Index (value) (2018),0.391
Gender Inequality Index (value) (2019),0.388
Gender Inequality Index (value) (2020),0.373
Gender Inequality Index (value) (2021),0.366
Gender Inequality Index (value) (2022),0.364
Gender Inequality Index (value) (2023),0.358
"Maternal Mortality Ratio (deaths per 100,000 live births) (1990)",183.26637
"Maternal Mortality Ratio (deaths per 100,000 live births) (1991)",183.448607
"Maternal Mortality Ratio (deaths per 100,000 live births) (1992)",176.094657
"Maternal Mortality Ratio (deaths per 100,000 live births) (1993)",162.02101
"Maternal Mortality Ratio (deaths per 100,000 live births) (1994)",153.953256
"Maternal Mortality Ratio (deaths per 100,000 live births) (1995)",149.318402
"Maternal Mortality Ratio (deaths per 100,000 live births) (1996)",144.819962
"Maternal Mortality Ratio (deaths per 100,000 live births) (1997)",141.27875
"Maternal Mortality Ratio (deaths per 100,000 live births) (1998)",126.912507
"Maternal Mortality Ratio (deaths per 100,000 live births) (1999)",123.35456
"Maternal Mortality Ratio (deaths per 100,000 live births) (2000)",120.131473
"Maternal Mortality Ratio (deaths per 100,000 live births) (2001)",116.096855
"Maternal Mortality Ratio (deaths per 100,000 live births) (2002)",111.499329
"Maternal Mortality Ratio (deaths per 100,000 live births) (2003)",97.661212
"Maternal Mortality Ratio (deaths per 100,000 live births) (2004)",94.203777
"Maternal Mortality Ratio (deaths per 100,000 live births) (2005)",92.221476
"Maternal Mortality Ratio (deaths per 100,000 live births) (2006)",90.193819
"Maternal Mortality Ratio (deaths per 100,000 live births) (2007)",88.452164
"Maternal Mortality Ratio (deaths per 100,000 live births) (2008)",87.588677
"Maternal Mortality Ratio (deaths per 100,000 live births) (2009)",86.082028
"Maternal Mortality Ratio (deaths per 100,000 live births) (2010)",76.160749
"Maternal Mortality Ratio (deaths per 100,000 live births) (2011)",73.047513
"Maternal Mortality Ratio (deaths per 100,000 live births) (2012)",71.72732
"Maternal Mortality Ratio (deaths per 100,000 live births) (2013)",71.515652
"Maternal Mortality Ratio (deaths per 100,000 live births) (2014)",64.721687
"Maternal Mortality Ratio (deaths per 100,000 live births) (2015)",65.912051
"Maternal Mortality Ratio (deaths per 100,000 live births) (2016)",69.872232
"Maternal Mortality Ratio (deaths per 100,000 live births) (2017)",68.8101
"Maternal Mortality Ratio (deaths per 100,000 live births) (2018)",71.337584
"Maternal Mortality Ratio (deaths per 100,000 live births) (2019)",73.791652
"Maternal Mortality Ratio (deaths per 100,000 live births) (2020)",65.749671
"Maternal Mortality Ratio (deaths per 100,000 live births) (2021)",65.749671
"Maternal Mortality Ratio (deaths per 100,000 live births) (2022)",65.749671
"Maternal Mortality Ratio (deaths per 100,000 live births) (2023)",65.749671
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (1990)",91.892
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (1991)",92.999
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (1992)",91.986
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (1993)",91.831
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (1994)",91.529
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (1995)",91.635
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (1996)",92.644
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (1997)",90.592
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (1998)",89.834
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (1999)",89.53
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (2000)",89.88
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (2001)",90.25
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (2002)",90.003
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (2003)",88.906
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (2004)",87.393
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (2005)",86.51
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (2006)",87.493
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (2007)",88.859
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (2008)",91.097
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (2009)",93.461
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (2010)",91.851
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (2011)",92.354
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (2012)",90.046
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (2013)",83.498
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (2014)",80.423
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (2015)",79.356
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (2016)",74.617
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (2017)",73.879
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (2018)",72.494
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (2019)",67.976
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (2020)",62.63
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (2021)",58.609
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (2022)",56.981
"Adolescent Birth Rate (births per 1,000 women ages 15-19) (2023)",55.531
"Share of seats in parliament, female (% held by women) (1990)",3.658537
"Share of seats in parliament, female (% held by women) (1991)",3.658537
"Share of seats in parliament, female (% held by women) (1992)",3.658537
"Share of seats in parliament, female (% held by women) (1993)",3.658537
"Share of seats in parliament, female (% held by women) (1994)",3.658537
"Share of seats in parliament, female (% held by women) (1995)",3.658537
"Share of seats in parliament, female (% held by women) (1996)",3.658537
"Share of seats in parliament, female (% held by women) (1997)",3.658537
"Share of seats in parliament, female (% held by women) (1998)",17.355372
"Share of seats in parliament, female (% held by women) (1999)",17.355372
"Share of seats in parliament, female (% held by women) (2000)",14.634146
"Share of seats in parliament, female (% held by women) (2001)",14.634146
"Share of seats in parliament, female (% held by women) (2002)",14.634146
"Share of seats in parliament, female (% held by women) (2003)",16
"Share of seats in parliament, female (% held by women) (2004)",16
"Share of seats in parliament, female (% held by women) (2005)",16
"Share of seats in parliament, female (% held by women) (2006)",25
"Share of seats in parliament, female (% held by women) (2007)",25
"Share of seats in parliament, female (% held by women) (2008)",25
"Share of seats in parliament, female (% held by women) (2009)",32.258065
"Share of seats in parliament, female (% held by women) (2010)",32.258065
"Share of seats in parliament, female (% held by women) (2011)",32.258065
"Share of seats in parliament, female (% held by women) (2012)",32.258065
"Share of seats in parliament, female (% held by women) (2013)",38.686131
"Share of seats in parliament, female (% held by women) (2014)",41.605839
"Share of seats in parliament, female (% held by women) (2015)",41.605839
"Share of seats in parliament, female (% held by women) (2016)",41.605839
"Share of seats in parliament, female (% held by women) (2017)",37.956204
"Share of seats in parliament, female (% held by women) (2018)",37.956204
"Share of seats in parliament, female (% held by women) (2019)",37.956204
"Share of seats in parliament, female (% held by women) (2020)",39.416058
"Share of seats in parliament, female (% held by women) (2021)",39.416058
"Share of seats in parliament, female (% held by women) (2022)",38.686131
"Share of seats in parliament, female (% held by women) (2023)",43.065693
"Share of seats in parliament, male (% held by men) (1990)",96.341463
"Share of seats in parliament, male (% held by men) (1991)",96.341463
"Share of seats in parliament, male (% held by men) (1992)",96.341463
"Share of seats in parliament, male (% held by men) (1993)",96.341463
"Share of seats in parliament, male (% held by men) (1994)",96.341463
"Share of seats in parliament, male (% held by men) (1995)",96.341463
"Share of seats in parliament, male (% held by men) (1996)",96.341463
"Share of seats in parliament, male (% held by men) (1997)",96.341463
"Share of seats in parliament, male (% held by men) (1998)",82.644628
"Share of seats in parliament, male (% held by men) (1999)",82.644628
"Share of seats in parliament, male (% held by men) (2000)",85.365854
"Share of seats in parliament, male (% held by men) (2001)",85.365854
"Share of seats in parliament, male (% held by men) (2002)",85.365854
"Share of seats in parliament, male (% held by men) (2003)",84
"Share of seats in parliament, male (% held by men) (2004)",84
"Share of seats in parliament, male (% held by men) (2005)",84
"Share of seats in parliament, male (% held by men) (2006)",75
"Share of seats in parliament, male (% held by men) (2007)",75
"Share of seats in parliament, male (% held by men) (2008)",75
"Share of seats in parliament, male (% held by men) (2009)",67.741935
"Share of seats in parliament, male (% held by men) (2010)",67.741935
"Share of seats in parliament, male (% held by men) (2011)",67.741935
"Share of seats in parliament, male (% held by men) (2012)",67.741935
"Share of seats in parliament, male (% held by men) (2013)",61.313869
"Share of seats in parliament, male (% held by men) (2014)",58.394161
"Share of seats in parliament, male (% held by men) (2015)",58.394161
"Share of seats in parliament, male (% held by men) (2016)",58.394161
"Share of seats in parliament, male (% held by men) (2017)",62.043796
"Share of seats in parliament, male (% held by men) (2018)",62.043796
"Share of seats in parliament, male (% held by men) (2019)",62.043796
"Share of seats in parliament, male (% held by men) (2020)",60.583942
"Share of seats in parliament, male (% held by men) (2021)",60.583942
"Share of seats in parliament, male (% held by men) (2022)",61.313869
"Share of seats in parliament, male (% held by men) (2023)",56.934307
"Labour force participation rate, female (% ages 15 and older) (1990)",28.16
"Labour force participation rate, female (% ages 15 and older) (1991)",31.54
"Labour force participation rate, female (% ages 15 and older) (1992)",34.91
"Labour force participation rate, female (% ages 15 and older) (1993)",38.29
"Labour force participation rate, female (% ages 15 and older) (1994)",41.66
"Labour force participation rate, female (% ages 15 and older) (1995)",45.04
"Labour force participation rate, female (% ages 15 and older) (1996)",48.41
"Labour force participation rate, female (% ages 15 and older) (1997)",48.81
"Labour force participation rate, female (% ages 15 and older) (1998)",52.16
"Labour force participation rate, female (% ages 15 and older) (1999)",49.07
"Labour force participation rate, female (% ages 15 and older) (2000)",45.97
"Labour force participation rate, female (% ages 15 and older) (2001)",54.73
"Labour force participation rate, female (% ages 15 and older) (2002)",53.18
"Labour force participation rate, female (% ages 15 and older) (2003)",49.2
"Labour force participation rate, female (% ages 15 and older) (2004)",52.88
"Labour force participation rate, female (% ages 15 and older) (2005)",51.97
"Labour force participation rate, female (% ages 15 and older) (2006)",52.81
"Labour force participation rate, female (% ages 15 and older) (2007)",52.11
"Labour force participation rate, female (% ages 15 and older) (2008)",52.2
"Labour force participation rate, female (% ages 15 and older) (2009)",49.88
"Labour force participation rate, female (% ages 15 and older) (2010)",48.25
"Labour force participation rate, female (% ages 15 and older) (2011)",47.33
"Labour force participation rate, female (% ages 15 and older) (2012)",48.3
"Labour force participation rate, female (% ages 15 and older) (2013)",48.31
"Labour force participation rate, female (% ages 15 and older) (2014)",47.93
"Labour force participation rate, female (% ages 15 and older) (2015)",52.14
"Labour force participation rate, female (% ages 15 and older) (2016)",55.63
"Labour force participation rate, female (% ages 15 and older) (2017)",56.38
"Labour force participation rate, female (% ages 15 and older) (2018)",54.63
"Labour force participation rate, female (% ages 15 and older) (2019)",54.53
"Labour force participation rate, female (% ages 15 and older) (2020)",48.36
"Labour force participation rate, female (% ages 15 and older) (2021)",53.75
"Labour force participation rate, female (% ages 15 and older) (2022)",54.36
"Labour force participation rate, female (% ages 15 and older) (2023)",52.92
"Labour force participation rate, male (% ages 15 and older) (1990)",81.98
"Labour force participation rate, male (% ages 15 and older) (1991)",81.61
"Labour force participation rate, male (% ages 15 and older) (1992)",81.23
"Labour force participation rate, male (% ages 15 and older) (1993)",80.86
"Labour force participation rate, male (% ages 15 and older) (1994)",80.49
"Labour force participation rate, male (% ages 15 and older) (1995)",80.11
"Labour force participation rate, male (% ages 15 and older) (1996)",79.74
"Labour force participation rate, male (% ages 15 and older) (1997)",80.75
"Labour force participation rate, male (% ages 15 and older) (1998)",82.11
"Labour force participation rate, male (% ages 15 and older) (1999)",81.84
"Labour force participation rate, male (% ages 15 and older) (2000)",81.57
"Labour force participation rate, male (% ages 15 and older) (2001)",84.31
"Labour force participation rate, male (% ages 15 and older) (2002)",80.56
"Labour force participation rate, male (% ages 15 and older) (2003)",81.9
"Labour force participation rate, male (% ages 15 and older) (2004)",82.76
"Labour force participation rate, male (% ages 15 and older) (2005)",82.45
"Labour force participation rate, male (% ages 15 and older) (2006)",83.7
"Labour force participation rate, male (% ages 15 and older) (2007)",82.15
"Labour force participation rate, male (% ages 15 and older) (2008)",81.66
"Labour force participation rate, male (% ages 15 and older) (2009)",79.01
"Labour force participation rate, male (% ages 15 and older) (2010)",78.05
"Labour force participation rate, male (% ages 15 and older) (2011)",77.24
"Labour force participation rate, male (% ages 15 and older) (2012)",77.48
"Labour force participation rate, male (% ages 15 and older) (2013)",76.98
"Labour force participation rate, male (% ages 15 and older) (2014)",78.25
"Labour force participation rate, male (% ages 15 and older) (2015)",80.04
"Labour force participation rate, male (% ages 15 and older) (2016)",80.49
"Labour force participation rate, male (% ages 15 and older) (2017)",80.65
"Labour force participation rate, male (% ages 15 and older) (2018)",79.28
"Labour force participation rate, male (% ages 15 and older) (2019)",78.35
"Labour force participation rate, male (% ages 15 and older) (2020)",72.23
"Labour force participation rate, male (% ages 15 and older) (2021)",78.17
"Labour force participation rate, male (% ages 15 and older) (2022)",77.84
"Labour force participation rate, male (% ages 15 and older) (2023)",77.3
Difference from HDI rank (2023),32
Planetary pressures-adjusted Human Development Index (value) (1990),0.616
Planetary pressures-adjusted Human Development Index (value) (1991),0.62
Planetary pressures-adjusted Human Development Index (value) (1992),0.624
Planetary pressures-adjusted Human Development Index (value) (1993),0.628
Planetary pressures-adjusted Human Development Index (value) (1994),0.636
Planetary pressures-adjusted Human Development Index (value) (1995),0.637
Planetary pressures-adjusted Human Development Index (value) (1996),0.641
Planetary pressures-adjusted Human Development Index (value) (1997),0.647
Planetary pressures-adjusted Human Development Index (value) (1998),0.645
Planetary pressures-adjusted Human Development Index (value) (1999),0.65
Planetary pressures-adjusted Human Development Index (value) (2000),0.653
Planetary pressures-adjusted Human Development Index (value) (2001),0.656
Planetary pressures-adjusted Human Development Index (value) (2002),0.661
Planetary pressures-adjusted Human Development Index (value) (2003),0.666
Planetary pressures-adjusted Human Development Index (value) (2004),0.671
Planetary pressures-adjusted Human Development Index (value) (2005),0.675
Planetary pressures-adjusted Human Development Index (value) (2006),0.678
Planetary pressures-adjusted Human Development Index (value) (2007),0.68
Planetary pressures-adjusted Human Development Index (value) (2008),0.686
Planetary pressures-adjusted Human Development Index (value) (2009),0.684
Planetary pressures-adjusted Human Development Index (value) (2010),0.689
Planetary pressures-adjusted Human Development Index (value) (2011),0.694
Planetary pressures-adjusted Human Development Index (value) (2012),0.708
Planetary pressures-adjusted Human Development Index (value) (2013),0.702
Planetary pressures-adjusted Human Development Index (value) (2014),0.705
Planetary pressures-adjusted Human Development Index (value) (2015),0.715
Planetary pressures-adjusted Human Development Index (value) (2016),0.716
Planetary pressures-adjusted Human Development Index (value) (2017),0.719
Planetary pressures-adjusted Human Development Index (value) (2018),0.724
Planetary pressures-adjusted Human Development Index (value) (2019),0.722
Planetary pressures-adjusted Human Development Index (value) (2020),0.704
Planetary pressures-adjusted Human Development Index (value) (2021),0.714
Planetary pressures-adjusted Human Development Index (value) (2022),0.732
Planetary pressures-adjusted Human Development Index (value) (2023),0.735
Difference from HDI value (%) (1990),4.643963
Difference from HDI value (%) (1991),4.468413
Difference from HDI value (%) (1992),4.587156
Difference from HDI value (%) (1993),4.848485
Difference from HDI value (%) (1994),4.647676
Difference from HDI value (%) (1995),5.208333
Difference from HDI value (%) (1996),5.317578
Difference from HDI value (%) (1997),5.131965
Difference from HDI value (%) (1998),5.701754
Difference from HDI value (%) (1999),4.692082
Difference from HDI value (%) (2000),4.392387
Difference from HDI value (%) (2001),5.065123
Difference from HDI value (%) (2002),5.30086
Difference from HDI value (%) (2003),5.263158
Difference from HDI value (%) (2004),5.359661
Difference from HDI value (%) (2005),5.462185
Difference from HDI value (%) (2006),5.571031
Difference from HDI value (%) (2007),5.817175
Difference from HDI value (%) (2008),5.898491
Difference from HDI value (%) (2009),6.429549
Difference from HDI value (%) (2010),6.51289
Difference from HDI value (%) (2011),6.594886
Difference from HDI value (%) (2012),5.6
Difference from HDI value (%) (2013),7.019868
Difference from HDI value (%) (2014),7.236842
Difference from HDI value (%) (2015),6.413613
Difference from HDI value (%) (2016),5.913272
Difference from HDI value (%) (2017),5.890052
Difference from HDI value (%) (2018),5.606258
Difference from HDI value (%) (2019),5.620915
Difference from HDI value (%) (2020),4.864865
Difference from HDI value (%) (2021),5.179283
Difference from HDI value (%) (2022),5.30401
Difference from HDI value (%) (2023),5.405405
Carbon dioxide emissions per capita (production) (tonnes) (1990),1.574934
Carbon dioxide emissions per capita (production) (tonnes) (1991),1.511958
Carbon dioxide emissions per capita (production) (tonnes) (1992),2.012026
Carbon dioxide emissions per capita (production) (tonnes) (1993),2.163736
Carbon dioxide emissions per capita (production) (tonnes) (1994),1.260772
Carbon dioxide emissions per capita (production) (tonnes) (1995),2.032438
Carbon dioxide emissions per capita (production) (tonnes) (1996),2.148571
Carbon dioxide emissions per capita (production) (tonnes) (1997),1.620718
Carbon dioxide emissions per capita (production) (tonnes) (1998),1.892712
Carbon dioxide emissions per capita (production) (tonnes) (1999),1.770554
Carbon dioxide emissions per capita (production) (tonnes) (2000),1.65741
Carbon dioxide emissions per capita (production) (tonnes) (2001),1.822254
Carbon dioxide emissions per capita (production) (tonnes) (2002),1.89946
Carbon dioxide emissions per capita (production) (tonnes) (2003),2.035277
Carbon dioxide emissions per capita (production) (tonnes) (2004),2.161727
Carbon dioxide emissions per capita (production) (tonnes) (2005),2.221465
Carbon dioxide emissions per capita (production) (tonnes) (2006),2.119328
Carbon dioxide emissions per capita (production) (tonnes) (2007),2.405248
Carbon dioxide emissions per capita (production) (tonnes) (2008),2.09111
Carbon dioxide emissions per capita (production) (tonnes) (2009),2.278989
Carbon dioxide emissions per capita (production) (tonnes) (2010),2.420107
Carbon dioxide emissions per capita (production) (tonnes) (2011),2.511129
Carbon dioxide emissions per capita (production) (tonnes) (2012),2.415983
Carbon dioxide emissions per capita (production) (tonnes) (2013),2.522103
Carbon dioxide emissions per capita (production) (tonnes) (2014),2.740407
Carbon dioxide emissions per capita (production) (tonnes) (2015),2.548527
Carbon dioxide emissions per capita (production) (tonnes) (2016),2.394045
Carbon dioxide emissions per capita (production) (tonnes) (2017),2.34619
Carbon dioxide emissions per capita (production) (tonnes) (2018),2.258453
Carbon dioxide emissions per capita (production) (tonnes) (2019),2.309871
Carbon dioxide emissions per capita (production) (tonnes) (2020),1.871065
Carbon dioxide emissions per capita (production) (tonnes) (2021),2.146576
Carbon dioxide emissions per capita (production) (tonnes) (2022),2.251097
Carbon dioxide emissions per capita (production) (tonnes) (2023),2.373378
Material footprint per capita (tonnes) (1990),6.4054
Material footprint per capita (tonnes) (1991),6.1467
Material footprint per capita (tonnes) (1992),5.998
Material footprint per capita (tonnes) (1993),6.2609
Material footprint per capita (tonnes) (1994),6.7833
Material footprint per capita (tonnes) (1995),6.9409
Material footprint per capita (tonnes) (1996),7.1537
Material footprint per capita (tonnes) (1997),7.3403
Material footprint per capita (tonnes) (1998),7.9651
Material footprint per capita (tonnes) (1999),6.4663
Material footprint per capita (tonnes) (2000),6.0439
Material footprint per capita (tonnes) (2001),7.0859
Material footprint per capita (tonnes) (2002),7.4053
Material footprint per capita (tonnes) (2003),7.1442
Material footprint per capita (tonnes) (2004),7.1034
Material footprint per capita (tonnes) (2005),7.2676
Material footprint per capita (tonnes) (2006),7.5107
Material footprint per capita (tonnes) (2007),7.6992
Material footprint per capita (tonnes) (2008),8.2371
Material footprint per capita (tonnes) (2009),8.9408
Material footprint per capita (tonnes) (2010),8.9039
Material footprint per capita (tonnes) (2011),8.9594
Material footprint per capita (tonnes) (2012),7.2603
Material footprint per capita (tonnes) (2013),9.6502
Material footprint per capita (tonnes) (2014),9.8136
Material footprint per capita (tonnes) (2015),8.6029
Material footprint per capita (tonnes) (2016),7.7718
Material footprint per capita (tonnes) (2017),7.7703
Material footprint per capita (tonnes) (2018),7.4918
Material footprint per capita (tonnes) (2019),7.4996
Material footprint per capita (tonnes) (2020),6.6442
Material footprint per capita (tonnes) (2021),6.7963
Material footprint per capita (tonnes) (2022),6.8624
Material footprint per capita (tonnes) (2023),6.928
Survey,ENSANUT
Year,2018
Multidimensional Poverty Index,0.007937
Health,33.885877
Education,27.3299
Standard of living,38.784227
Nutrition,30.549988
Child mortality,3.335887
Years of schooling,15.42753
School attendance,11.902368
Cooking fuel,7.251563
Sanitation,6.970378
Drinking water,5.700758
Electricity,3.338414
Housing,7.044234
Assets,8.47888
Period,2017-2022
Total,92.09
Women,91.41
Men,92.83
Share of people with no bias,7.91
Political,51.92
Educational,22.29
Economic,38.65
Physical integrity,80.83
